timestamp,service,cpu_usage,memory_usage,disk_io,network_traffic,request_rate,latency_ms,error_rate,db_connections,restart_count,failure_type
2026-01-02 08:40:00,payment-service,56.05,58.63,34.29,610.23,727.13,178.15,0.25,49.66,0,normal
2026-01-02 08:40:00,notification-service,24.87,41.61,41.36,440.01,367.09,104.57,0.22,26.77,0,normal
2026-01-02 08:40:00,database,51.26,60.16,35.53,1111.83,961.54,99.93,0.25,67.91,0,normal
2026-01-02 08:45:00,api-gateway,44.37,57.42,40.18,835.47,875.61,129.49,0.3,31.13,0,normal
2026-01-02 08:45:00,user-service,35.53,44.91,56.68,583.98,504.28,123.76,0.26,38.56,0,normal
2026-01-02 08:45:00,payment-service,46.8,65.14,64.61,605.38,660.47,182.22,0.23,47.1,0,normal
2026-01-02 08:45:00,notification-service,33.12,43.1,50.18,398.96,401.91,116.55,0.18,27.58,0,normal
2026-01-02 08:45:00,database,51.65,67.89,37.61,936.66,967.57,90.15,0.22,70.18,0,normal
2026-01-02 08:50:00,api-gateway,46.87,54.71,49.92,984.89,913.89,140.5,0.25,29.71,0,normal
2026-01-02 08:50:00,user-service,35.37,49.51,39.86,600.58,519.18,108.51,0.17,31.38,0,normal
2026-01-02 08:50:00,payment-service,46.73,60.51,48.45,831.2,748.79,163.64,0.2,51.96,0,normal
2026-01-02 08:50:00,notification-service,31.09,40.98,40.7,422.09,423.77,109.04,0.24,23.79,0,normal
2026-01-02 08:50:00,database,61.62,65.66,43.57,870.05,1005.04,96.23,0.22,74.67,0,normal
2026-01-02 08:55:00,api-gateway,44.17,53.52,44.95,992.44,921.18,141.53,0.28,30.22,0,normal
2026-01-02 08:55:00,user-service,36.69,49.25,49.55,599.63,545.95,130.19,0.28,38.47,0,normal
2026-01-02 08:55:00,payment-service,51.51,56.51,56.7,701.1,694.2,179.0,0.23,47.96,0,normal
2026-01-02 08:55:00,notification-service,27.57,43.23,60.83,403.35,417.44,102.08,0.15,27.09,0,normal
2026-01-02 08:55:00,database,44.67,65.64,39.82,949.82,1066.15,88.48,0.19,71.78,0,normal
2026-01-02 09:00:00,api-gateway,49.89,50.37,39.02,1092.75,1189.25,175.17,0.21,34.01,0,normal
2026-01-02 09:00:00,user-service,48.79,49.46,68.87,751.85,656.52,128.43,0.17,33.32,0,normal
2026-01-02 09:00:00,payment-service,60.36,64.99,52.78,1040.44,906.97,188.92,0.2,49.76,0,normal
2026-01-02 09:00:00,notification-service,40.72,48.75,43.57,522.48,514.81,102.72,0.29,29.15,0,normal
2026-01-02 09:00:00,database,63.75,67.09,27.18,1447.46,1276.15,107.44,0.15,72.78,0,normal
2026-01-02 09:05:00,api-gateway,48.56,54.5,38.46,1203.78,1119.97,160.86,0.23,30.45,0,normal
2026-01-02 09:05:00,user-service,35.1,48.94,49.44,636.35,665.15,146.08,0.12,41.67,0,normal
2026-01-02 09:05:00,payment-service,52.79,59.8,39.57,739.42,922.71,157.02,0.2,54.98,0,normal
2026-01-02 09:05:00,notification-service,35.12,39.73,59.19,427.27,502.32,118.23,0.19,18.99,0,normal
2026-01-02 09:05:00,database,60.93,71.3,38.04,1246.88,1247.03,102.29,0.1,62.57,0,normal
2026-01-02 09:10:00,api-gateway,52.14,52.45,27.01,1452.45,1256.62,162.58,0.14,28.58,0,normal
2026-01-02 09:10:00,user-service,43.46,50.91,50.46,672.12,695.03,131.37,0.21,39.21,0,normal
2026-01-02 09:10:00,payment-service,50.09,55.97,39.08,875.32,913.87,186.94,0.23,52.13,0,normal
2026-01-02 09:10:00,notification-service,36.93,43.93,54.44,494.17,490.54,123.28,0.08,26.33,0,normal
2026-01-02 09:10:00,database,54.96,65.69,42.58,1565.65,1352.8,99.31,0.27,79.96,0,normal
2026-01-02 09:15:00,api-gateway,47.37,55.79,43.85,1307.86,1164.27,136.38,0.21,44.27,0,normal
2026-01-02 09:15:00,user-service,43.59,48.84,58.02,662.68,630.66,134.13,0.18,45.19,0,normal
2026-01-02 09:15:00,payment-service,56.19,59.35,31.8,819.03,883.91,161.16,0.22,52.51,0,normal
2026-01-02 09:15:00,notification-service,33.89,37.47,70.11,491.0,542.84,116.76,0.24,28.62,0,normal
2026-01-02 09:15:00,database,62.96,64.4,32.84,1522.54,1281.0,115.15,0.22,74.37,0,normal
2026-01-02 09:20:00,api-gateway,49.07,47.71,55.04,1220.19,1129.39,147.46,0.21,32.63,0,normal
2026-01-02 09:20:00,user-service,37.5,45.27,59.13,774.04,659.65,108.85,0.25,38.89,0,normal
2026-01-02 09:20:00,payment-service,59.6,62.08,45.18,882.07,936.12,155.69,0.28,56.96,0,normal
2026-01-02 09:20:00,notification-service,29.55,43.67,27.06,433.0,524.73,113.87,0.19,27.47,0,normal
2026-01-02 09:20:00,database,63.17,67.04,43.8,1067.44,1261.49,129.03,0.21,75.99,0,normal
2026-01-02 09:25:00,api-gateway,47.54,57.77,43.17,997.01,1183.22,153.32,0.15,33.8,0,normal
2026-01-02 09:25:00,user-service,37.66,53.52,40.51,700.81,646.56,115.68,0.22,38.89,0,normal
2026-01-02 09:25:00,payment-service,53.2,59.3,46.8,1059.35,912.56,171.57,0.22,55.9,0,normal
2026-01-02 09:25:00,notification-service,30.57,49.77,59.08,443.74,495.52,120.2,0.17,27.81,0,normal
2026-01-02 09:25:00,database,64.26,66.96,61.2,1091.47,1258.79,113.47,0.17,69.67,0,normal
2026-01-02 09:30:00,api-gateway,47.6,59.11,21.56,1187.39,1177.06,122.14,0.17,30.74,0,normal
2026-01-02 09:30:00,user-service,41.49,51.59,59.88,615.62,615.09,114.85,0.19,38.13,0,normal
2026-01-02 09:30:00,payment-service,56.4,61.85,64.82,799.84,861.19,177.5,0.25,49.63,0,normal
2026-01-02 09:30:00,notification-service,36.84,48.97,48.06,526.28,538.76,120.58,0.18,30.0,0,normal
2026-01-02 09:30:00,database,64.95,63.68,63.89,1159.38,1295.89,114.85,0.19,75.17,0,normal
2026-01-02 09:35:00,api-gateway,51.4,56.82,49.83,1328.04,1154.0,142.75,0.25,33.37,0,normal
2026-01-02 09:35:00,user-service,40.18,46.23,63.06,643.15,647.79,123.74,0.23,35.54,0,normal
2026-01-02 09:35:00,payment-service,57.41,58.07,37.1,1005.64,867.06,170.21,0.14,48.07,0,normal
2026-01-02 09:35:00,notification-service,38.2,41.38,26.84,422.31,491.27,103.03,0.14,30.86,0,normal
2026-01-02 09:35:00,database,61.81,64.16,48.18,1497.66,1331.14,109.95,0.17,71.59,0,normal
2026-01-02 09:40:00,api-gateway,52.78,56.93,40.09,1110.66,1103.57,136.93,0.25,29.19,0,normal
2026-01-02 09:40:00,user-service,42.62,54.47,68.98,653.44,634.83,141.08,0.17,36.26,0,normal
2026-01-02 09:40:00,payment-service,58.97,59.59,67.5,908.86,938.91,184.7,0.13,56.22,0,normal
2026-01-02 09:40:00,notification-service,35.58,41.41,49.75,472.14,488.82,124.31,0.14,29.11,0,normal
2026-01-02 09:40:00,database,66.48,65.21,50.51,1130.19,1279.14,124.89,0.17,75.01,0,normal
2026-01-02 09:45:00,api-gateway,51.02,52.72,59.29,1090.67,1131.61,163.93,0.24,32.56,0,normal
2026-01-02 09:45:00,user-service,48.53,55.5,40.56,781.1,677.49,112.31,0.15,35.22,0,normal
2026-01-02 09:45:00,payment-service,57.91,63.09,62.86,995.72,921.32,183.76,0.2,52.95,0,normal
2026-01-02 09:45:00,notification-service,41.95,43.65,52.07,662.67,559.11,97.86,0.17,28.32,0,normal
2026-01-02 09:45:00,database,69.46,68.32,46.42,1392.31,1304.46,111.88,0.19,70.25,0,normal
2026-01-02 09:50:00,api-gateway,50.53,53.46,42.9,1298.4,1157.34,154.72,0.17,30.7,0,normal
2026-01-02 09:50:00,user-service,40.89,46.08,51.7,603.75,677.3,137.81,0.24,42.52,0,normal
2026-01-02 09:50:00,payment-service,55.93,61.93,72.41,850.81,945.95,164.15,0.17,51.17,0,normal
2026-01-02 09:50:00,notification-service,39.5,40.4,62.4,457.86,503.75,116.71,0.17,28.76,0,normal
2026-01-02 09:50:00,database,60.19,68.56,40.32,1604.45,1368.27,105.87,0.18,70.78,0,normal
2026-01-02 09:55:00,api-gateway,53.51,55.78,44.0,1017.7,1144.55,145.41,0.17,34.15,0,normal
2026-01-02 09:55:00,user-service,38.8,54.15,40.38,730.96,653.32,138.01,0.18,41.61,0,normal
2026-01-02 09:55:00,payment-service,54.87,52.65,66.74,800.46,912.87,185.35,0.25,50.92,0,normal
2026-01-02 09:55:00,notification-service,31.12,43.71,55.49,530.08,505.45,125.96,0.28,26.52,0,normal
2026-01-02 09:55:00,database,63.05,68.21,42.34,1531.4,1280.3,91.05,0.2,71.58,0,normal
2026-01-02 10:00:00,api-gateway,55.72,56.55,59.12,1329.62,1131.5,151.44,0.24,31.05,0,normal
2026-01-02 10:00:00,user-service,43.03,54.03,44.07,604.65,633.28,126.95,0.23,32.82,0,normal
2026-01-02 10:00:00,payment-service,60.43,58.46,52.92,1017.92,896.25,185.61,0.15,58.98,0,normal
2026-01-02 10:00:00,notification-service,36.27,48.34,28.7,535.44,574.98,121.06,0.17,26.6,0,normal
2026-01-02 10:00:00,database,59.57,62.92,52.75,1436.5,1360.37,116.0,0.14,71.05,0,normal
2026-01-02 10:05:00,api-gateway,48.17,52.93,56.01,1307.65,1161.77,140.75,0.22,28.25,0,normal
2026-01-02 10:05:00,user-service,41.16,47.26,45.16,713.61,671.98,122.25,0.29,39.47,0,normal
2026-01-02 10:05:00,payment-service,56.44,58.62,35.23,1063.2,938.17,168.29,0.21,57.63,0,normal
2026-01-02 10:05:00,notification-service,32.72,47.11,58.24,446.12,497.02,124.8,0.32,27.48,0,normal
2026-01-02 10:05:00,database,58.38,63.89,55.13,1365.7,1287.83,111.09,0.13,77.22,0,normal
2026-01-02 10:10:00,api-gateway,56.02,53.31,42.97,1309.96,1139.75,156.55,0.2,34.09,0,normal
2026-01-02 10:10:00,user-service,33.11,53.53,41.51,674.02,647.64,107.92,0.14,38.7,0,normal
2026-01-02 10:10:00,payment-service,55.38,55.36,50.2,764.94,954.97,172.48,0.17,54.78,0,normal
2026-01-02 10:10:00,notification-service,32.57,44.17,32.57,546.95,534.8,130.39,0.1,27.19,0,normal
2026-01-02 10:10:00,database,62.0,67.77,40.59,1421.03,1354.55,101.59,0.23,68.24,0,normal
2026-01-02 10:15:00,api-gateway,51.28,54.87,46.19,896.13,1107.53,152.45,0.19,32.73,0,normal
2026-01-02 10:15:00,user-service,39.32,49.79,53.9,729.87,666.73,121.55,0.15,37.7,0,normal
2026-01-02 10:15:00,payment-service,57.91,59.51,48.61,976.59,947.63,170.79,0.24,58.58,0,normal
2026-01-02 10:15:00,notification-service,42.68,47.2,37.57,566.13,506.57,106.25,0.32,27.76,0,normal
2026-01-02 10:15:00,database,57.45,59.94,50.87,1345.53,1326.41,110.43,0.24,77.06,0,normal
2026-01-02 10:20:00,api-gateway,51.08,54.47,65.34,1050.37,1143.43,153.38,0.19,36.32,0,normal
2026-01-02 10:20:00,user-service,39.65,51.01,56.68,736.89,688.25,118.34,0.14,35.82,0,normal
2026-01-02 10:20:00,payment-service,56.07,64.0,51.44,896.04,938.82,188.24,0.27,57.72,0,normal
2026-01-02 10:20:00,notification-service,40.39,36.98,44.6,574.59,496.82,111.45,0.18,24.73,0,normal
2026-01-02 10:20:00,database,60.79,62.3,67.71,1094.93,1243.91,102.17,0.19,76.47,0,normal
2026-01-02 10:25:00,api-gateway,54.84,53.7,37.28,1358.66,1234.42,159.95,0.14,33.53,0,normal
2026-01-02 10:25:00,user-service,43.85,50.46,34.35,616.12,633.1,118.46,0.2,36.61,0,normal
2026-01-02 10:25:00,payment-service,53.03,59.94,63.43,818.84,936.8,149.7,0.25,51.84,0,normal
2026-01-02 10:25:00,notification-service,32.88,46.53,55.79,601.87,506.79,104.93,0.29,23.3,0,normal
2026-01-02 10:25:00,database,53.55,64.91,55.52,1093.72,1286.79,100.85,0.23,73.94,0,normal
2026-01-02 10:30:00,api-gateway,53.94,56.46,68.29,968.94,1169.7,130.91,0.18,28.92,0,normal
2026-01-02 10:30:00,user-service,43.93,53.9,56.58,511.59,628.71,125.78,0.23,36.57,0,normal
2026-01-02 10:30:00,payment-service,67.01,60.24,66.63,741.27,881.88,169.42,0.18,56.83,0,normal
2026-01-02 10:30:00,notification-service,36.22,43.19,57.43,470.35,502.59,119.93,0.29,31.4,0,normal
2026-01-02 10:30:00,database,56.81,62.59,51.46,1368.7,1229.55,109.63,0.19,72.39,0,normal
2026-01-02 10:35:00,api-gateway,50.88,61.18,38.53,1064.37,1196.61,154.82,0.17,34.96,0,normal
2026-01-02 10:35:00,user-service,40.5,46.38,61.29,672.43,674.98,112.1,0.26,38.65,0,normal
2026-01-02 10:35:00,payment-service,53.68,60.76,49.94,1085.93,913.88,172.51,0.23,49.42,0,normal
2026-01-02 10:35:00,notification-service,39.41,49.69,50.11,593.87,511.05,107.25,0.25,29.16,0,normal
2026-01-02 10:35:00,database,55.86,69.98,53.75,1172.48,1185.84,100.07,0.2,69.84,0,normal
2026-01-02 10:40:00,api-gateway,50.99,59.79,55.66,1383.81,1216.22,155.6,0.2,32.45,0,normal
2026-01-02 10:40:00,user-service,36.94,50.84,46.39,564.47,674.17,130.52,0.24,38.24,0,normal
2026-01-02 10:40:00,payment-service,50.65,61.34,65.21,824.33,867.95,170.73,0.18,51.9,0,normal
2026-01-02 10:40:00,notification-service,38.7,42.32,49.13,472.85,545.24,113.96,0.12,29.48,0,normal
2026-01-02 10:40:00,database,67.81,62.94,35.53,1091.92,1313.85,96.02,0.25,72.81,0,normal
2026-01-02 10:45:00,api-gateway,57.28,50.04,39.9,1050.05,1235.41,155.15,0.18,32.31,0,normal
2026-01-02 10:45:00,user-service,40.6,47.99,51.81,640.13,637.84,110.17,0.13,45.94,0,normal
2026-01-02 10:45:00,payment-service,59.7,58.46,41.93,903.38,847.98,154.39,0.13,53.73,0,normal
2026-01-02 10:45:00,notification-service,36.58,43.96,47.19,527.23,520.76,123.76,0.19,30.51,0,normal
2026-01-02 10:45:00,database,61.47,67.75,50.37,1509.01,1374.95,103.3,0.15,68.96,0,normal
2026-01-02 10:50:00,api-gateway,47.37,54.56,41.94,1384.99,1160.06,159.7,0.25,31.55,0,normal
2026-01-02 10:50:00,user-service,43.57,50.01,43.93,677.99,668.97,93.45,0.1,40.17,0,normal
2026-01-02 10:50:00,payment-service,55.78,57.52,40.42,856.95,891.43,168.55,0.25,53.55,0,normal
2026-01-02 10:50:00,notification-service,39.84,44.79,67.0,439.78,508.5,97.83,0.2,29.23,0,normal
2026-01-02 10:50:00,database,61.62,65.87,66.35,1266.49,1341.46,118.25,0.19,71.2,0,normal
2026-01-02 10:55:00,api-gateway,52.89,58.29,46.09,1364.18,1161.14,148.26,0.29,30.39,0,normal
2026-01-02 10:55:00,user-service,38.31,47.66,54.25,544.4,662.94,130.53,0.2,42.82,0,normal
2026-01-02 10:55:00,payment-service,58.14,63.9,39.74,935.63,898.74,187.07,0.27,49.98,0,normal
2026-01-02 10:55:00,notification-service,36.26,41.08,63.54,529.17,539.77,118.55,0.24,29.26,0,normal
2026-01-02 10:55:00,database,57.17,63.93,31.15,1144.8,1295.24,103.75,0.18,78.81,0,normal
2026-01-02 11:00:00,api-gateway,55.47,50.48,45.68,1094.0,1171.56,155.12,0.25,33.31,0,normal
2026-01-02 11:00:00,user-service,45.85,47.82,56.91,739.31,616.69,119.73,0.18,37.6,0,normal
2026-01-02 11:00:00,payment-service,58.52,55.43,47.96,895.72,890.23,177.24,0.13,54.72,0,normal
2026-01-02 11:00:00,notification-service,40.1,44.73,34.24,632.49,534.32,105.51,0.09,31.21,0,normal
2026-01-02 11:00:00,database,65.35,67.29,48.12,1530.6,1301.61,125.24,0.17,73.48,0,normal
2026-01-02 11:05:00,api-gateway,47.72,51.68,50.04,970.1,1188.7,159.61,0.25,35.15,0,normal
2026-01-02 11:05:00,user-service,44.72,51.48,50.2,729.12,643.99,135.32,0.16,35.45,0,normal
2026-01-02 11:05:00,payment-service,56.63,56.53,69.23,723.5,856.37,181.78,0.16,53.52,0,normal
2026-01-02 11:05:00,notification-service,35.68,48.35,51.47,508.66,568.51,128.06,0.22,24.78,0,normal
2026-01-02 11:05:00,database,63.19,64.31,35.78,1360.83,1316.5,104.07,0.24,75.93,0,normal
2026-01-02 11:10:00,api-gateway,54.44,51.99,55.77,1389.19,1232.85,143.31,0.17,34.33,0,normal
2026-01-02 11:10:00,user-service,45.86,52.57,72.9,793.76,668.01,121.38,0.22,36.58,0,normal
2026-01-02 11:10:00,payment-service,56.55,56.62,50.11,1077.92,920.86,163.88,0.2,52.92,0,normal
2026-01-02 11:10:00,notification-service,41.0,42.17,50.05,574.52,533.52,139.81,0.23,27.4,0,normal
2026-01-02 11:10:00,database,60.15,62.3,53.95,1535.29,1317.6,91.92,0.16,70.2,0,normal
2026-01-02 11:15:00,api-gateway,58.88,56.66,44.95,986.28,1146.32,164.71,0.2,32.53,0,normal
2026-01-02 11:15:00,user-service,44.75,43.28,52.26,750.35,636.52,111.03,0.28,37.41,0,normal
2026-01-02 11:15:00,payment-service,57.66,56.97,35.39,926.59,862.7,186.47,0.25,51.22,0,normal
2026-01-02 11:15:00,notification-service,32.2,40.42,64.78,492.64,545.48,118.61,0.22,29.64,0,normal
2026-01-02 11:15:00,database,56.54,68.33,36.13,1069.51,1213.31,99.94,0.2,73.71,0,normal
2026-01-02 11:20:00,api-gateway,54.15,56.92,64.0,1342.6,1135.23,162.11,0.23,33.71,0,normal
2026-01-02 11:20:00,user-service,41.13,48.74,39.14,647.24,634.31,128.36,0.32,33.32,0,normal
2026-01-02 11:20:00,payment-service,58.2,58.62,42.09,948.13,912.19,184.89,0.07,49.38,0,normal
2026-01-02 11:20:00,notification-service,43.4,48.26,52.99,442.4,490.89,101.06,0.15,24.02,0,normal
2026-01-02 11:20:00,database,56.08,64.7,44.65,1601.7,1337.4,99.89,0.19,74.79,0,normal
2026-01-02 11:25:00,api-gateway,50.6,58.26,44.38,1146.28,1160.4,158.12,0.17,36.49,0,normal
2026-01-02 11:25:00,user-service,39.59,48.87,52.76,610.32,705.79,129.83,0.12,44.31,0,normal
2026-01-02 11:25:00,payment-service,59.46,60.22,58.78,1032.47,983.05,175.59,0.17,50.65,0,normal
2026-01-02 11:25:00,notification-service,34.07,49.31,61.09,434.58,491.13,115.25,0.21,28.15,0,normal
2026-01-02 11:25:00,database,60.86,64.15,53.8,1026.01,1269.49,118.82,0.14,75.65,0,normal
2026-01-02 11:30:00,api-gateway,46.64,59.84,54.17,1268.17,1180.23,155.16,0.17,37.19,0,normal
2026-01-02 11:30:00,user-service,36.69,52.12,47.19,559.67,654.93,150.49,0.21,42.19,0,normal
2026-01-02 11:30:00,payment-service,60.22,55.59,51.07,728.17,857.11,172.28,0.25,52.98,0,normal
2026-01-02 11:30:00,notification-service,33.15,49.97,39.0,460.45,532.7,108.2,0.15,26.91,0,normal
2026-01-02 11:30:00,database,61.02,66.18,75.97,1443.29,1284.66,103.89,0.13,69.76,0,normal
2026-01-02 11:35:00,api-gateway,52.11,54.3,52.69,1156.96,1119.16,152.98,0.25,35.25,0,normal
2026-01-02 11:35:00,user-service,40.94,53.2,59.05,678.16,649.44,135.59,0.11,42.74,0,normal
2026-01-02 11:35:00,payment-service,57.32,57.89,54.46,997.47,931.06,172.71,0.23,55.5,0,normal
2026-01-02 11:35:00,notification-service,35.43,45.9,58.02,543.53,498.58,106.97,0.19,24.83,0,normal
2026-01-02 11:35:00,database,63.54,62.02,27.91,1571.45,1332.19,118.07,0.2,72.29,0,normal
2026-01-02 11:40:00,api-gateway,49.44,55.33,36.49,1156.36,1151.25,134.9,0.19,31.75,0,normal
2026-01-02 11:40:00,user-service,43.48,49.45,52.59,682.52,629.04,122.49,0.17,40.44,0,normal
2026-01-02 11:40:00,payment-service,57.83,55.89,48.7,929.03,911.27,175.97,0.29,56.59,0,normal
2026-01-02 11:40:00,notification-service,30.69,46.29,65.45,592.87,520.83,109.29,0.24,25.38,0,normal
2026-01-02 11:40:00,database,59.97,63.11,49.2,1235.67,1325.89,121.14,0.18,72.52,0,normal
2026-01-02 11:45:00,api-gateway,53.07,53.43,30.44,1136.89,1178.69,137.04,0.12,29.47,0,normal
2026-01-02 11:45:00,user-service,41.06,51.5,60.45,817.94,684.04,132.73,0.2,38.85,0,normal
2026-01-02 11:45:00,payment-service,62.13,64.51,43.51,858.34,915.11,168.17,0.23,55.35,0,normal
2026-01-02 11:45:00,notification-service,32.81,45.96,59.13,492.3,511.9,114.62,0.29,28.68,0,normal
2026-01-02 11:45:00,database,58.04,62.76,60.98,1052.7,1301.35,106.17,0.26,79.38,0,normal
2026-01-02 11:50:00,api-gateway,48.33,56.49,59.84,1326.69,1172.2,134.47,0.27,39.52,0,normal
2026-01-02 11:50:00,user-service,35.6,50.76,41.91,528.86,615.24,128.9,0.17,37.84,0,normal
2026-01-02 11:50:00,payment-service,62.12,54.24,29.9,905.93,888.88,181.96,0.15,48.82,0,normal
2026-01-02 11:50:00,notification-service,38.83,48.33,42.03,537.34,509.02,118.05,0.21,22.15,0,normal
2026-01-02 11:50:00,database,57.79,66.88,51.28,1361.83,1334.13,108.85,0.17,74.9,0,normal
2026-01-02 11:55:00,api-gateway,55.32,53.95,41.8,926.12,1133.24,145.26,0.24,32.06,0,normal
2026-01-02 11:55:00,user-service,42.31,49.15,67.33,551.5,658.33,129.05,0.24,39.58,0,normal
2026-01-02 11:55:00,payment-service,48.63,60.76,47.21,854.01,918.2,178.4,0.24,53.47,0,normal
2026-01-02 11:55:00,notification-service,39.59,45.35,74.49,465.09,538.25,106.51,0.23,26.62,0,normal
2026-01-02 11:55:00,database,58.13,67.99,48.38,1478.01,1282.96,108.53,0.24,68.55,0,normal
2026-01-02 12:00:00,api-gateway,49.94,51.47,40.35,1059.15,1069.64,134.93,0.21,36.01,0,normal
2026-01-02 12:00:00,user-service,41.76,48.79,47.17,531.2,635.26,118.39,0.23,48.37,0,normal
2026-01-02 12:00:00,payment-service,59.79,61.06,62.11,978.15,898.96,181.59,0.15,53.88,0,normal
2026-01-02 12:00:00,notification-service,40.74,47.13,41.97,520.35,535.97,100.94,0.27,29.89,0,normal
2026-01-02 12:00:00,database,61.38,66.16,36.19,1097.79,1314.81,136.09,0.16,69.75,0,normal
2026-01-02 12:05:00,api-gateway,53.26,55.93,42.62,1289.11,1159.53,147.42,0.22,34.72,0,normal
2026-01-02 12:05:00,user-service,45.34,50.85,44.76,775.44,672.03,125.29,0.18,36.12,0,normal
2026-01-02 12:05:00,payment-service,60.32,63.73,53.75,887.8,935.61,171.26,0.18,52.86,0,normal
2026-01-02 12:05:00,notification-service,45.94,43.84,42.19,532.17,511.22,112.31,0.19,27.2,0,normal
2026-01-02 12:05:00,database,59.21,68.81,60.92,1066.15,1307.16,102.71,0.21,71.99,0,normal
2026-01-02 12:10:00,api-gateway,50.4,54.74,69.58,1259.68,1229.87,165.11,0.23,36.29,0,normal
2026-01-02 12:10:00,user-service,44.67,44.22,46.29,615.06,662.25,122.51,0.17,33.39,0,normal
2026-01-02 12:10:00,payment-service,60.13,57.86,53.24,936.39,897.79,181.1,0.19,49.93,0,normal
2026-01-02 12:10:00,notification-service,35.47,40.56,73.51,486.07,500.07,112.92,0.17,28.2,0,normal
2026-01-02 12:10:00,database,61.6,65.56,64.47,1299.85,1257.74,111.52,0.13,73.35,0,normal
2026-01-02 12:15:00,api-gateway,52.58,51.36,56.93,1421.37,1227.24,148.71,0.3,31.88,0,normal
2026-01-02 12:15:00,user-service,41.73,54.08,55.13,535.72,641.5,125.21,0.12,35.17,0,normal
2026-01-02 12:15:00,payment-service,57.35,61.25,49.48,806.21,918.66,165.5,0.15,49.02,0,normal
2026-01-02 12:15:00,notification-service,40.61,41.57,58.72,597.09,524.72,121.12,0.21,28.63,0,normal
2026-01-02 12:15:00,database,64.68,67.73,55.29,1300.97,1302.46,103.01,0.13,71.46,0,normal
2026-01-02 12:20:00,api-gateway,51.25,55.73,47.26,1166.47,1171.41,140.09,0.23,29.43,0,normal
2026-01-02 12:20:00,user-service,38.38,51.45,56.58,617.66,654.28,116.43,0.15,36.72,0,normal
2026-01-02 12:20:00,payment-service,53.89,61.87,49.33,1104.58,994.91,197.82,0.18,56.58,0,normal
2026-01-02 12:20:00,notification-service,36.6,44.04,42.94,596.5,503.35,120.36,0.14,30.68,0,normal
2026-01-02 12:20:00,database,64.95,65.36,59.63,1158.17,1233.94,106.83,0.13,69.87,0,normal
2026-01-02 12:25:00,api-gateway,56.0,53.13,30.94,1342.99,1171.89,149.96,0.18,33.76,0,normal
2026-01-02 12:25:00,user-service,46.37,48.04,61.29,648.57,637.16,131.78,0.11,37.57,0,normal
2026-01-02 12:25:00,payment-service,52.03,58.46,50.9,946.77,813.48,168.03,0.31,55.82,0,normal
2026-01-02 12:25:00,notification-service,36.08,46.48,62.01,462.99,519.09,115.67,0.31,22.36,0,normal
2026-01-02 12:25:00,database,57.86,60.31,48.62,1117.43,1235.75,86.83,0.15,73.71,0,normal
2026-01-02 12:30:00,api-gateway,48.58,52.75,48.23,1387.31,1173.59,152.28,0.23,34.4,0,normal
2026-01-02 12:30:00,user-service,43.31,42.85,63.9,634.29,635.71,136.8,0.18,32.58,0,normal
2026-01-02 12:30:00,payment-service,63.16,60.04,56.59,1072.29,894.61,172.49,0.22,52.83,0,normal
2026-01-02 12:30:00,notification-service,44.34,49.01,41.44,437.41,515.42,134.04,0.29,28.92,0,normal
2026-01-02 12:30:00,database,58.96,65.26,36.15,1318.09,1336.62,115.84,0.28,71.24,0,normal
2026-01-02 12:35:00,api-gateway,47.63,53.67,46.13,1291.89,1257.29,140.96,0.2,30.55,0,normal
2026-01-02 12:35:00,user-service,37.62,48.36,70.97,720.24,654.98,124.37,0.14,35.01,0,normal
2026-01-02 12:35:00,payment-service,52.83,56.61,35.58,916.39,920.59,166.2,0.12,48.92,0,normal
2026-01-02 12:35:00,notification-service,34.77,39.45,67.98,448.16,544.2,114.04,0.22,30.17,0,normal
2026-01-02 12:35:00,database,58.58,65.12,41.36,1456.57,1257.36,105.98,0.25,71.53,0,normal
2026-01-02 12:40:00,api-gateway,48.26,51.98,57.95,1199.23,1189.21,146.8,0.28,36.7,0,normal
2026-01-02 12:40:00,user-service,41.02,50.83,37.77,701.0,650.73,125.25,0.22,34.96,0,normal
2026-01-02 12:40:00,payment-service,55.71,57.5,74.84,1026.01,877.69,174.45,0.23,55.66,0,normal
2026-01-02 12:40:00,notification-service,31.99,46.08,54.18,474.35,543.85,136.54,0.24,26.21,0,normal
2026-01-02 12:40:00,database,64.39,60.61,60.31,1263.9,1362.05,109.68,0.26,73.12,0,normal
2026-01-02 12:45:00,api-gateway,48.02,51.36,44.28,1010.4,1229.34,151.19,0.24,37.66,0,normal
2026-01-02 12:45:00,user-service,48.16,50.89,53.59,626.32,636.32,127.06,0.28,36.62,0,normal
2026-01-02 12:45:00,payment-service,56.78,58.87,59.27,817.23,895.7,174.14,0.2,52.59,0,normal
2026-01-02 12:45:00,notification-service,37.37,42.85,56.52,448.79,532.2,123.21,0.2,25.65,0,normal
2026-01-02 12:45:00,database,63.22,66.94,58.95,1410.29,1323.15,119.65,0.31,70.05,0,normal
2026-01-02 12:50:00,api-gateway,51.77,57.38,52.56,1317.67,1220.41,149.26,0.22,29.93,0,normal
2026-01-02 12:50:00,user-service,34.95,48.76,55.08,740.68,664.59,138.3,0.2,39.79,0,normal
2026-01-02 12:50:00,payment-service,58.23,61.77,43.65,1085.0,918.59,162.16,0.22,55.6,0,normal
2026-01-02 12:50:00,notification-service,34.9,44.03,57.82,589.97,505.01,133.14,0.12,22.87,0,normal
